word	correct	predicted
.	.	.

I	PRP	PRP
'll	MD	MD
stampede	VB	VB
the	DT	DT
rest	NN	NN
of	IN	IN
these	DT	DT
horses	NNS	NNS
so	IN	IN
they	PRP	PRP
ca	MD	MD
n't	RB	RB
chase	VB	VB
you	PRP	PRP
''	''	''
.	.	.

Dean	NNP	PRP
leaned	VBD	VBD
from	IN	IN
the	DT	DT
saddle	NN	NN
and	CC	CC
gave	VBD	VBD
him	PRP	PRP
a	DT	DT
mighty	JJ	JJ
whack	NN	NN
on	IN	IN
the	DT	DT
back	NN	NN
.	.	.

``	``	``
McLish	NNP	UH
''	''	''
,	,	,
he	PRP	PRP
said	VBD	VBD
as	IN	IN
he	PRP	PRP
kicked	VBD	VBD
the	DT	DT
horse	NN	NN
into	IN	IN
motion	NN	NN
,	,	,
``	``	``
I	PRP	PRP
'd	MD	MD
be	VB	VB
a	DT	DT
mighty	RB	JJ
sad	JJ	JJ
man	NN	NN
if	IN	IN
we	PRP	PRP
never	RB	RB
met	VBD	VBD
again	RB	RB
''	''	''
.	.	.

he	PRP	PRP
was	VBD	VBD
on	IN	IN
his	PRP$	PRP$
way	NN	NN
at	IN	IN
a	DT	DT
gallop	NN	NN
.	.	.

Mike	NNP	PRP
ran	VBD	VBD
down	IN	IN
the	DT	DT
line	NN	NN
,	,	,
slashing	VBG	VBG
picket	NN	PRP$
ropes	NNS	NNS
with	IN	IN
the	DT	DT
bayonet	NN	NN
.	.	.

He	PRP	PRP
lifted	VBD	VBD
a	DT	DT
screeching	VBG	JJ
war	NN	NN
whoop	NN	NN
.	.	.

That	IN	DT
touched	VBN	NN
off	RP	IN
a	DT	DT
total	JJ	NN
stampede	NN	NN
.	.	.

He	PRP	PRP
darted	VBD	VBD
inside	IN	IN
the	DT	DT
stockade	NN	NN
and	CC	CC
freed	VBD	VBD
the	DT	DT
horses	NNS	NNS
there	RB	RB
.	.	.

These	DT	DT
poured	VBD	NN
through	IN	IN
the	DT	DT
gate	NN	NN
and	CC	CC
joined	VBD	VBD
the	DT	DT
flight	NN	NN
.	.	.

The	DT	DT
animals	NNS	NNS
thundered	VBD	VBD
away	RB	RB
into	IN	IN
the	DT	DT
moonlight	NN	NN
,	,	,
heading	VBG	VBG
for	IN	IN
the	DT	DT
ridges	NNS	NN
.	.	.

The	DT	DT
guerrillas	NNS	NN
were	VBD	VBD
swarming	VBG	VBN
from	IN	IN
their	PRP$	PRP$
bivouac	NN	NNS
at	IN	IN
the	DT	DT
west	JJ	JJ
end	NN	NN
of	IN	IN
the	DT	DT
enclosure	NN	NN
.	.	.

Apaches	NNPS	UH
''	''	''
!	.	.
!	.	.

Mike	NNP	PRP
yelled	VBD	VBD
.	.	.

``	``	``
They	PRP	PRP
're	VBP	VBP
stealin	VBG	RB
'	''	''
the	DT	DT
stock	NN	NN
''	''	''
!	.	.
!	.	.

He	PRP	PRP
scuttled	VBD	VBD
in	IN	IN
shadow	NN	NN
along	IN	IN
the	DT	DT
east	JJ	JJ
wall	NN	NN
of	IN	IN
the	DT	DT
stockade	NN	NN
and	CC	CC
then	RB	RB
followed	VBD	VBD
the	DT	DT
south	JJ	JJ
wall	NN	NN
until	IN	IN
he	PRP	PRP
was	VBD	VBD
at	IN	IN
the	DT	DT
rear	NN	NN
of	IN	IN
the	DT	DT
two	CD	CD
frame	NN	NN
buildings	NNS	NNS
.	.	.

He	PRP	PRP
crouched	VBD	MD
there	RB	RB
.	.	.

His	PRP$	PRP$
shout	NN	NNS
had	VBD	VBD
been	VBN	VBN
taken	VBN	VBN
up	RB	RB
and	CC	CC
repeated	VBN	VBD
.	.	.

The	DT	DT
guerrillas	NNS	NN
were	VBD	VBD
running	VBG	VBG
across	IN	IN
the	DT	DT
parade	NN	JJ
ground	NN	NN
and	CC	CC
through	IN	IN
the	DT	DT
rear	JJ	JJ
gate	NN	NN
in	IN	IN
the	DT	DT
wake	NN	NN
of	IN	IN
the	DT	DT
departing	VBG	JJ
horses	NNS	NNS
.	.	.

All	DT	DT
were	VBD	VBD
carrying	VBG	VBG
guns	NNS	NNS
they	PRP	PRP
had	VBD	VBD
seized	VBN	VBN
up	RB	RB
,	,	,
but	CC	CC
they	PRP	PRP
were	VBD	VBD
half-clad	JJ	,
or	CC	CC
hardly	RB	RB
clad	VBN	VBN
at	IN	IN
all	DT	DT
.	.	.

Durkin	NNP	``
and	CC	CC
Calhoun	NNP	PRP
came	VBD	VBD
running	VBG	VBG
from	IN	IN
the	DT	DT
post	NN	NN
.	.	.

They	PRP	PRP
had	VBD	VBD
pistols	NNS	VBN
in	IN	IN
their	PRP$	PRP$
hands	NNS	NNS
.	.	.

They	PRP	PRP
bawled	VBD	MD
questions	NNS	VB
that	WP	WP
were	VBD	VBD
not	RB	RB
answered	VBN	VBN
in	IN	IN
the	DT	DT
uproar	NN	NN
.	.	.

They	PRP	PRP
followed	VBD	VBD
the	DT	DT
others	NNS	NNS
toward	IN	IN
the	DT	DT
east	JJ	JJ
gate	NN	NN
.	.	.

the	DT	DT
stockade	NN	NN
rifles	NNS	NNS
began	VBD	VBD
to	TO	TO
explode	VB	VB
as	IN	IN
some	DT	DT
of	IN	IN
the	DT	DT
guerrillas	NNS	NN
fired	VBN	VBD
at	IN	IN
shadows	NNS	NNS
that	IN	IN
they	PRP	PRP
imagined	VBD	MD
were	VBD	VBD
Apaches	NNPS	JJ
.	.	.

Mike	NNP	PRP
made	VBD	VBD
a	DT	DT
dash	NN	NN
to	TO	TO
the	DT	DT
rear	NN	NN
of	IN	IN
the	DT	DT
frame	NN	NN
buildings	NNS	NNS
.	.	.

He	PRP	PRP
crawled	VBD	VBD
beneath	IN	IN
the	DT	DT
two	CD	CD
supply	NN	CD
wagons	NNS	NNS
which	WDT	WDT
stood	VBD	VBD
between	IN	IN
the	DT	DT
buildings	NNS	NNS
and	CC	CC
peered	VBD	VBD
around	IN	IN
a	DT	DT
corner	NN	NN
.	.	.

The	DT	DT
area	NN	NN
was	VBD	VBD
deserted	VBN	VBN
.	.	.

A	DT	DT
man	NN	NN
was	VBD	VBD
standing	VBG	VBG
in	IN	IN
the	DT	DT
open	JJ	JJ
door	NN	NN
of	IN	IN
the	DT	DT
lighted	JJ	NN
orderly	JJ	POS
room	NN	NN
a	DT	DT
few	JJ	JJ
yards	NNS	NNS
to	TO	TO
Mike	NNP	NNP
's	POS	POS
left	NN	JJ
,	,	,
but	CC	CC
he	PRP	PRP
,	,	,
too	RB	RB
,	,	,
suddenly	RB	RB
made	VBN	VBN
up	RP	IN
his	PRP$	PRP$
mind	NN	NN
and	CC	CC
went	VBD	VBD
racing	VBG	VBN
to	TO	TO
join	VB	VB
the	DT	DT
confused	VBN	JJ
activity	NN	NN
at	IN	IN
the	DT	DT
east	JJ	JJ
end	NN	NN
of	IN	IN
the	DT	DT
stockade	NN	NN
.	.	.

Mike	NNP	PRP
crawled	VBD	VBD
to	TO	TO
the	DT	DT
door	NN	NN
and	CC	CC
peered	VBD	VBD
in	RB	IN
.	.	.

The	DT	DT
orderly	JJ	JJ
room	NN	NN
seemed	VBD	VBD
to	TO	TO
be	VB	VB
deserted	VBN	VBN
.	.	.

A	DT	DT
lantern	NN	NN
hung	VBD	VBD
from	IN	IN
a	DT	DT
peg	NN	NN
,	,	,
giving	VBG	VBG
light	NN	NN
.	.	.

he	PRP	PRP
found	VBD	VBD
that	IN	IN
three	CD	CD
rifles	NNS	NNS
were	VBD	VBD
stacked	VBN	VBN
in	IN	IN
a	DT	DT
corner	NN	NN
.	.	.

A	DT	DT
brace	NN	NN
of	IN	IN
pistols	NNS	NNP
,	,	,
holstered	VBN	VBG
on	IN	IN
belts	NNS	NNP
,	,	,
hung	VBD	VBD
from	IN	IN
a	DT	DT
peg	NN	NN
,	,	,
along	IN	RB
with	IN	IN
ammunition	NN	NN
pouches	NNS	NN
.	.	.

An	DT	DT
ammunition	NN	NN
case	NN	NN
stood	VBD	VBD
open	JJ	JJ
,	,	,
containing	VBG	DT
canisters	NNS	NN
which	WDT	WDT
contained	VBD	VBD
powder	NN	JJ
cartridges	NNS	JJ
.	.	.

Mike	NNP	PRP
seized	VBD	VBD
a	DT	DT
blanket	NN	NN
from	IN	IN
a	DT	DT
pallet	NN	NN
in	IN	IN
a	DT	DT
corner	NN	NN
,	,	,
spread	VBD	VBD
it	PRP	PRP
on	IN	IN
the	DT	DT
floor	NN	NN
and	CC	CC
used	VBD	VBD
it	PRP	PRP
to	TO	TO
form	VB	VB
a	DT	DT
bag	NN	NN
in	IN	IN
which	WDT	WDT
he	PRP	PRP
placed	VBD	VBD
his	PRP$	PRP$
booty	NN	NN
.	.	.

the	DT	DT
load	NN	NN
he	PRP	PRP
peered	VBD	VBD
from	IN	IN
the	DT	DT
door	NN	NN
.	.	.

His	PRP$	PRP$
looting	NN	NNS
of	IN	IN
the	DT	DT
orderly	JJ	JJ
room	NN	NN
had	VBD	VBD
taken	VBN	VBN
only	RB	RB
a	DT	DT
minute	NN	NN
or	CC	CC
two	CD	CD
and	CC	CC
the	DT	DT
vicinity	NN	NN
was	VBD	VBD
still	RB	RB
clear	JJ	JJ
of	IN	IN
guerrillas	NNS	NN
.	.	.

He	PRP	PRP
looked	VBD	VBD
at	IN	IN
the	DT	DT
looming	VBG	JJ
hoods	NNS	NN
of	IN	IN
the	DT	DT
supply	NN	JJ
wagons	NNS	NNS
,	,	,
struck	VBN	VBD
by	IN	IN
a	DT	DT
new	JJ	JJ
inspiration	NN	NN
.	.	.

He	PRP	PRP
set	VBD	VBD
his	PRP$	PRP$
bundle	NN	NNS
down	RP	RB
.	.	.

Snatching	VBG	``
the	DT	DT
lantern	NN	NN
from	IN	IN
its	PRP$	PRP$
peg	NN	NNS
,	,	,
he	PRP	PRP
shattered	VBD	VBD
its	PRP$	PRP$
globe	NN	NNS
with	IN	IN
a	DT	DT
blow	NN	NN
against	IN	IN
a	DT	DT
post	NN	NN
.	.	.

He	PRP	PRP
picked	VBD	VBD
up	IN	RP
the	DT	DT
powder	NN	NN
canister	NN	,
and	CC	CC
ran	VBD	VBD
out	RB	RB
.	.	.

Bursting	VBG	DT
paper	NN	NN
cartridges	NNS	''
,	,	,
he	PRP	PRP
scattered	VBD	MD
powder	NN	VB
beneath	IN	IN
the	DT	DT
nearest	JJS	JJ
wagon	NN	NN
and	CC	CC
dumped	VBD	VBD
the	DT	DT
contents	NNS	NN
of	IN	IN
the	DT	DT
canister	NN	NN
upon	IN	IN
it	PRP	PRP
.	.	.

He	PRP	PRP
shouldered	VBD	VBD
the	DT	DT
blanket	NN	NN
again	RB	RB
,	,	,
backed	VBD	VBD
off	RB	RB
,	,	,
and	CC	CC
tossed	VBD	VBD
the	DT	DT
lantern	NN	NN
with	IN	IN
its	PRP$	PRP$
open	JJ	JJ
wick	NN	NN
beneath	IN	IN
the	DT	DT
wagon	NN	NN
.	.	.

He	PRP	PRP
turned	VBD	VBD
and	CC	CC
raced	VBD	VBD
across	IN	IN
the	DT	DT
parade	NN	JJ
ground	NN	NN
toward	IN	IN
the	DT	DT
rock	NN	JJ
house	NN	NN
.	.	.

Powder	NN	PRP
flame	NN	MD
gushed	VBD	VB
beneath	IN	IN
the	DT	DT
wagon	NN	NN
.	.	.

The	DT	DT
stockade	NN	NN
was	VBD	VBD
brilliantly	RB	VBN
lighted	VBN	VBN
and	CC	CC
the	DT	DT
guerrillas	NNS	NN
sighted	VBD	IN
him	PRP	PRP
.	.	.

They	PRP	PRP
realized	VBD	VBD
the	DT	DT
truth	NN	NN
.	.	.

Bullets	NNS	PRP
began	VBD	VBD
to	TO	TO
snap	VB	VB
past	IN	IN
him	PRP	PRP
.	.	.

One	NN	PRP
struck	VBD	VBD
the	DT	DT
muzzle	NN	NN
of	IN	IN
one	CD	CD
of	IN	IN
the	DT	DT
rifles	NNS	NNS
that	WP	IN
projected	VBD	NN
from	IN	IN
the	DT	DT
shoulder	NN	NN
pack	NN	NN
.	.	.

Its	PRP$	PRP$
force	NN	NN
spun	VBD	IN
him	PRP	PRP
around	IN	RB
,	,	,
but	CC	CC
he	PRP	PRP
recovered	VBD	,
and	CC	CC
got	VBD	VBD
into	IN	IN
stride	NN	NN
again	RB	RB
.	.	.

A	DT	DT
bullet	NN	NN
tore	VBD	IN
the	DT	DT
earth	NN	NN
from	IN	IN
beneath	IN	IN
his	PRP$	PRP$
foot	NN	NN
when	WRB	WRB
he	PRP	PRP
was	VBD	VBD
a	DT	DT
stride	NN	NN
or	CC	CC
two	CD	CD
from	IN	IN
safety	NN	NN
.	.	.

Another	DT	PRP
struck	VBD	VBD
him	PRP	PRP
heavily	RB	RB
in	IN	IN
the	DT	DT
thigh	NN	NN
and	CC	CC
he	PRP	PRP
went	VBD	VBD
down	RB	RB
.	.	.

Guerrillas	NNS	PRP
were	VBD	VBD
racing	VBG	VBN
toward	IN	IN
him	PRP	PRP
.	.	.

Susan	NNP	``
and	CC	CC
Julia	NNP	PRP
came	VBD	VBD
from	IN	IN
the	DT	DT
door	NN	NN
and	CC	CC
dragged	VBD	VBD
him	PRP	PRP
with	IN	IN
them	PRP	PRP
.	.	.

The	DT	DT
three	CD	CD
of	IN	IN
them	PRP	PRP
floundered	VBN	VBD
through	IN	IN
the	DT	DT
door	NN	NN
into	IN	IN
the	DT	DT
interior	NN	NN
and	CC	CC
fell	VBD	VBD
in	IN	IN
a	DT	DT
heap	NN	NN
.	.	.

Susan	NNP	PRP
bounced	VBD	VBD
to	TO	TO
her	PRP$	PRP$
feet	NNS	NNS
and	CC	CC
slammed	VBD	VBD
the	DT	DT
door	NN	NN
.	.	.

She	PRP	PRP
crouched	VBD	MD
aside	RB	RB
as	IN	IN
bullets	NNS	NNS
beat	VBD	VBD
at	IN	IN
the	DT	DT
portal	NN	NN
,	,	,
chewing	VBG	VBG
into	IN	IN
the	DT	DT
planks	NNS	NNS
.	.	.

Some	DT	PRP
tore	VBD	MD
entirely	RB	RB
through	IN	IN
the	DT	DT
whipsawed	VBN	JJ
post	NN	NN
oak	NN	NN
.	.	.

The	DT	DT
iron	NN	NN
hinges	NNS	CC
held	VBD	VBD
,	,	,
but	CC	CC
the	DT	DT
planks	NNS	NNS
were	VBD	VBD
in	IN	IN
danger	NN	NN
of	IN	IN
being	VBG	VBG
torn	VBN	VBN
from	IN	IN
the	DT	DT
crossbars	NNS	NN
.	.	.

Mike	NNP	PRP
rolled	VBD	VBD
to	TO	TO
Susan	NNP	VB
,	,	,
grasped	VBD	CC
her	PRP	PRP
around	IN	IN
the	DT	DT
knees	NNS	NNS
,	,	,
dragging	VBG	VBG
her	PRP	PRP
off	IN	RP
her	PRP$	PRP$
feet	NNS	NNS
.	.	.

He	PRP	PRP
hovered	VBD	VBD
over	IN	IN
her	PRP	PRP
to	TO	TO
shield	VB	VB
her	PRP	PRP
,	,	,
for	IN	IN
spent	VBN	PRP$
bullets	NNS	NNS
were	VBD	VBD
thudding	VBG	VBN
against	IN	IN
the	DT	DT
rear	JJ	JJ
walls	NNS	NNS
.	.	.

He	PRP	PRP
peered	VBD	VBD
from	IN	IN
a	DT	DT
loophole	NN	NN
.	.	.

Guerrillas	NNS	PRP
were	VBD	VBD
only	RB	RB
a	DT	DT
dozen	NN	NN
yards	NNS	NNS
away	RB	RB
,	,	,
charging	VBG	IN
the	DT	DT
house	NN	NN
.	.	.

Mike	NNP	PRP
snatched	VBD	VBD
a	DT	DT
pistol	NN	NN
from	IN	IN
the	DT	DT
heap	NN	NN
of	IN	IN
scattered	VBN	DT
booty	NN	NN
and	CC	CC
fired	VBN	VBD
.	.	.

He	PRP	PRP
dropped	VBD	VBD
a	DT	DT
man	NN	NN
with	IN	IN
the	DT	DT
first	JJ	JJ
bullet	NN	NN
.	.	.

the	DT	DT
same	JJ	JJ
moment	NN	NN
Wheeler	NNP	IN
Fiske	NNP	PRP
fired	VBD	VBD
the	DT	DT
rifle	NN	NN
Mike	NNP	CC
had	VBD	VBD
given	VBN	VBN
him	PRP	PRP
and	CC	CC
another	DT	DT
guerrilla	NN	NN
was	VBD	VBD
hit	VBN	VBN
.	.	.

That	WP	DT
halted	VBD	VBD
the	DT	DT
rush	NN	NN
.	.	.

The	DT	DT
guerrillas	NNS	NN
scattered	VBD	VBN
for	IN	IN
cover	NN	NN
.	.	.

The	DT	DT
wagons	NNS	NNS
were	VBD	VBD
burning	VBG	VBG
fiercely	RB	''
.	.	.

The	DT	DT
mudwagon	NN	NN
had	VBD	VBD
caught	VBN	VBN
fire	NN	NN
also	RB	RB
.	.	.

The	DT	DT
blaze	NN	NN
was	VBD	VBD
spreading	VBG	VBG
to	TO	TO
the	DT	DT
frame	NN	NN
buildings	NNS	NNS
.	.	.

The	DT	DT
guerrillas	NNS	NN
realized	VBD	VBD
they	PRP	PRP
faced	VBD	VBD
a	DT	DT
new	JJ	JJ
problem	NN	NN
.	.	.

``	``	``
Gawdamighty	UH	UH
''	''	''
!	.	.
!	.	.

One	CD	CD
screeched	VBD	NNS
.	.	.

``	``	``
There	EX	EX
goes	VBZ	VBZ
our	PRP$	PRP$
grub	NN	NN
an	CC	DT
'	''	JJ
ammunition	NN	NN
''	''	''
!	.	.
!	.	.

a	DT	DT
bucket	NN	NN
line	NN	NN
going	VBG	VBG
''	''	''
!	.	.
!	.	.

Calhoun	NNP	PRP
shouted	VBD	VBD
.	.	.

``	``	``
Hurry	VB	UH
!	.	.
!	.	.

Hurry	VB	UH
''	''	''
!	.	.
!	.	.

The	DT	DT
guerrillas	NNS	NN
began	VBD	VBD
a	DT	DT
frantic	JJ	JJ
search	NN	NN
for	IN	IN
pails	NNS	NN
in	IN	IN
which	WDT	WDT
to	TO	TO
bring	VB	VB
water	NN	NN
from	IN	IN
the	DT	DT
spring	NN	NN
.	.	.

But	CC	CC
what	WP	WP
few	JJ	MD
containers	NNS	VB
they	PRP	PRP
found	VBD	VBD
were	VBD	VBD
inadequate	JJ	JJ
.	.	.

Many	JJ	PRP
of	IN	IN
them	PRP	PRP
,	,	,
in	IN	IN
increasing	VBG	VBG
panic	NN	''
,	,	,
came	VBD	VBD
running	VBG	VBG
with	IN	IN
water	NN	NN
in	IN	IN
their	PRP$	PRP$
hats	NNS	NNS
in	IN	IN
a	DT	DT
ludicrous	JJ	JJ
effort	NN	NN
.	.	.

Both	DT	DT
buildings	NNS	NNS
were	VBD	VBD
in	IN	IN
flames	NNS	NNS
.	.	.

The	DT	DT
heat	NN	NN
drove	VBD	VBD
the	DT	DT
guerrillas	NNS	JJ
back	RB	NN
.	.	.

The	DT	DT
roof	NN	NN
of	IN	IN
the	DT	DT
command	NN	JJ
post	NN	NN
began	VBD	VBD
to	TO	TO
buckle	VB	VB
.	.	.

the	DT	DT
wagons	NNS	NNS
to	TO	TO
the	DT	DT
spring	NN	NN
''	''	''
!	.	.
!	.	.

Lew	NNP	``
Durkin	NNP	PRP
yelled	VBD	VBD
.	.	.

'em	PRP	PRP
right	RB	RB
into	IN	IN
the	DT	DT
spring	NN	NN
!	.	.
!	.	.

Hustle	VB	UH
''	''	''
!	.	.
!	.	.

One	CD	CD
of	IN	IN
the	DT	DT
wagons	NNS	NNS
erupted	VBD	IN
a	DT	DT
massive	JJ	JJ
pillar	NN	NN
of	IN	IN
flame	NN	NN
.	.	.

A	DT	DT
sizable	JJ	JJ
supply	NN	NN
of	IN	IN
powder	NN	PRP
had	VBD	VBD
been	VBN	VBN
touched	VBN	VBN
off	RP	RB
.	.	.

The	DT	DT
wagons	NNS	NNS
and	CC	CC
the	DT	DT
coach	NN	NN
were	VBD	VBD
beyond	IN	RB
saving	VBG	,
and	CC	CC
so	RB	RB
were	VBD	VBD
the	DT	DT
buildings	NNS	NNS
.	.	.

The	DT	DT
glow	NN	NN
of	IN	IN
the	DT	DT
fire	NN	NN
reached	VBD	VBD
through	IN	IN
the	DT	DT
openings	NNS	NN
in	IN	IN
the	DT	DT
windows	NNS	NNS
,	,	,
giving	VBG	VBG
light	NN	NN
enough	RB	RB
to	TO	TO
examine	VB	VB
Mike	NNP	NNP
's	POS	POS
wound	NN	NN
.	.	.

The	DT	DT
bullet	NN	NN
had	VBD	VBD
torn	VBN	VBN
through	IN	IN
the	DT	DT
flesh	NN	NN
just	RB	RB
above	IN	IN
the	DT	DT
knee	NN	NN
,	,	,
inflicting	VBG	IN
an	DT	DT
ugly	JJ	JJ
gash	NN	NNS
that	WP	WP
was	VBD	VBD
forming	VBG	VBG
a	DT	DT
pool	NN	NN
of	IN	IN
blood	NN	NN
on	IN	IN
the	DT	DT
floor	NN	NN
.	.	.

But	CC	CC
it	PRP	PRP
had	VBD	VBD
missed	VBN	IN
the	DT	DT
bone	NN	NN
and	CC	CC
had	VBD	VBD
passed	VBN	VBN
on	IN	IN
through	IN	IN
.	.	.

Susan	NNP	``
and	CC	CC
Julia	NNP	PRP
ripped	VBD	MD
strips	NNS	VB
from	IN	IN
their	PRP$	PRP$
clothing	NN	NNS
and	CC	CC
bound	VBD	VBD
the	DT	DT
injury	NN	NN
.	.	.

Mike	NNP	PRP
tested	VBD	VBD
the	DT	DT
leg	NN	NN
and	CC	CC
found	VBD	VBD
that	IN	IN
he	PRP	PRP
was	VBD	VBD
able	JJ	JJ
to	TO	TO
hobble	VB	VB
around	RB	RB
on	IN	IN
it	PRP	PRP
.	.	.

Dutch	NNP	NNP
Springs	NNP	NNP
,	,	,
this	DT	DT
mining	NN	NN
supply	NN	POS
town	NN	NN
had	VBD	VBD
the	DT	DT
appearance	NN	NN
of	IN	IN
being	VBG	VBG
far	RB	RB
busier	JJR	,
and	CC	CC
more	RBR	JJR
prosperous	JJ	NNS
.	.	.

Men	NN	PRP
crowded	VBD	VBD
the	DT	DT
streets	NNS	NNS
and	CC	CC
freight	NN	CD
rigs	NNS	NNS
and	CC	CC
teams	NNS	NNS
were	VBD	VBD
moving	VBG	VBG
about	RB	IN
.	.	.

Although	IN	IN
they	PRP	PRP
were	VBD	VBD
forced	VBN	VBN
to	TO	TO
maintain	VB	VB
a	DT	DT
sharper	JJR	JJ
watch	NN	NN
,	,	,
this	DT	DT
activity	NN	NN
enabled	VBD	IN
them	PRP	PRP
to	TO	TO
ride	VB	VB
in	RB	IN
and	CC	CC
rack	VB	VBD
their	PRP$	PRP$
broncs	NNS	NNS
without	IN	IN
any	DT	DT
particular	JJ	JJ
attention	NN	NN
being	VBG	NN
paid	VBN	VBD
them	PRP	PRP
.	.	.

Gyp	NNP	PRP
'll	MD	MD
be	VB	VB
holdin	VBG	NNP
'	''	POS
forth	RB	NN
in	IN	IN
some	DT	DT
bar	NN	NN
if	IN	IN
he	PRP	PRP
's	VBZ	VBZ
here	RB	RB
at	IN	IN
all	DT	DT
''	''	''
,	,	,
Cobb	NNP	``
declared	VBD	UH
,	,	,
glancing	VBG	VBG
along	IN	IN
the	DT	DT
street	NN	NN
as	IN	IN
they	PRP	PRP
stretched	VBD	VBD
their	PRP$	PRP$
legs	NNS	NNS
.	.	.

There	EX	EX
were	VBD	VBD
no	RB	DT
less	JJR	JJR
than	IN	IN
six	CD	CD
or	CC	CC
seven	CD	CD
saloons	NNS	NNS
in	IN	IN
Ganado	NNP	NNP
,	,	,
not	RB	RB
counting	VBG	VBG
the	DT	DT
lower	JJR	JJ
class	NN	NN
dives	NNS	NNS
,	,	,
all	DT	DT
vying	VBG	NN
for	IN	IN
the	DT	DT
trade	NN	NN
of	IN	IN
celebrating	VBG	DT
miners	NNS	NN
and	CC	CC
teamsters	NNS	NNS
.	.	.

Pat	NNP	NNP
only	RB	RB
nodded	VBD	VBD
.	.	.

``	``	``
Take	VB	CC
one	CD	CD
side	NN	NN
of	IN	IN
the	DT	DT
street	NN	NN
,	,	,
and	CC	CC
I	PRP	PRP
'll	MD	MD
take	VB	VB
the	DT	DT
other	JJ	JJ
''	''	''
,	,	,
he	PRP	PRP
proposed	VBD	JJ
.	.	.

``	``	``
If	IN	IN
you	PRP	PRP
spot	VBP	VBD
Carmer	NNP	TO
give	VB	VB
a	DT	DT
yell	NN	NN
before	IN	IN
you	PRP	PRP
move	VBP	VBP
in	RB	IN
''	''	''
.	.	.

Cobb	NNP	NNP
's	POS	POS
assent	NN	NNS
was	VBD	VBD
tight	JJ	RB
.	.	.

``	``	``
You	PRP	PRP
do	VBP	VBP
the	DT	DT
same	JJ	JJ
.	.	.

It	PRP	PRP
's	VBZ	VBZ
all	DT	DT
I	PRP	PRP
ask	VBP	VBP
,	,	,
Stevens	NNP	NN
''	''	''
.	.	.

they	PRP	PRP
took	VBD	VBD
different	JJ	JJ
sides	NNS	NNS
of	IN	IN
the	DT	DT
main	JJ	JJ
drag	NN	NNS
and	CC	CC
systematically	RB	PRP
combed	VBD	VBD
the	DT	DT
bars	NNS	NNS
.	.	.

Russ	NNP	EX
visited	VBD	VBZ
two	CD	CD
places	NNS	NNS
without	IN	IN
result	NN	NN
and	CC	CC
his	PRP$	PRP$
blood	NN	NN
pressure	NN	NN
was	VBD	VBD
down	IN	IN
to	TO	TO
zero	CD	VB
.	.	.

Suddenly	RB	IN
it	PRP	PRP
seemed	VBD	VBD
to	TO	TO
him	PRP	PRP
insane	JJ	VBD
that	IN	IN
they	PRP	PRP
might	MD	MD
hope	VB	VB
to	TO	TO
locate	VB	VB
Gyp	NNP	PRP
Carmer	NNP	MD
so	RB	RB
casually	RB	RB
,	,	,
even	RB	RB
were	VBD	VBD
he	PRP	PRP
to	TO	TO
prove	VB	VB
the	DT	DT
thief	NN	NN
.	.	.

He	PRP	PRP
tramped	VBD	MD
out	RB	IN
of	IN	IN
the	DT	DT
Miners	NNP	JJ
Rest	NNP	NN
with	IN	IN
his	PRP$	PRP$
hopes	NNS	NNS
plummeting	VBG	''
,	,	,
and	CC	CC
headed	VBD	VBD
doggedly	RB	VBN
for	IN	IN
the	DT	DT
Palace	NNP	JJ
Saloon	NNP	NN
,	,	,
the	DT	DT
last	JJ	JJ
place	NN	NN
of	IN	IN
any	DT	DT
consequence	NN	NN
on	IN	IN
this	DT	DT
side	NN	NN
of	IN	IN
the	DT	DT
street	NN	NN
.	.	.

The	DT	DT
Palace	NNP	NN
was	VBD	VBD
an	DT	DT
elaborate	JJ	JJ
establishment	NN	NN
,	,	,
built	VBN	VBD
practically	RB	RB
on	IN	IN
stilts	NNS	NN
in	IN	IN
front	NN	NN
,	,	,
with	IN	IN
long	JJ	JJ
flights	NNS	NN
of	IN	IN
wooden	JJ	JJ
steps	NNS	NNS
running	VBG	VBG
up	IN	RP
to	TO	TO
the	DT	DT
porch	NN	NN
.	.	.

Behind	IN	``
its	PRP$	PRP$
ornate	JJ	NNS
facade	NN	IN
the	DT	DT
notorious	JJ	JJ
dive	NN	NN
clung	VBD	VBD
like	IN	IN
a	DT	DT
bird	NN	NN
's	POS	POS
nest	NN	NN
to	TO	TO
the	DT	DT
rocky	JJ	JJ
ribs	NNS	NNS
of	IN	IN
the	DT	DT
canyonside	NN	NN
.	.	.

Russ	NNP	PRP
ran	VBD	VBD
up	IN	IN
the	DT	DT
steps	NNS	NNS
quickly	RB	RB
to	TO	TO
the	DT	DT
plank	NN	NN
porch	NN	NN
.	.	.

The	DT	DT
front	JJ	NN
windows	NNS	NNS
of	IN	IN
the	DT	DT
place	NN	NN
were	VBD	VBD
long	JJ	JJ
and	CC	CC
narrow	JJ	JJ
,	,	,
reaching	VBG	VBG
nearly	RB	RB
to	TO	TO
the	DT	DT
floor	NN	NN
and	CC	CC
affording	VBG	VBD
an	DT	DT
unusually	RB	RB
good	JJ	JJ
view	NN	NN
of	IN	IN
the	DT	DT
