word	correct	predicted
And	NNP	CC
God	NNP	NNP
at	IN	IN
Yale	NNP	NNP
and	CC	CC
publisher	NN	NN
of	IN	IN
The	DT	DT
National	NNP	JJ
Review	NNP	NNP
,	,	,
as	IN	IN
no	DT	DT
conservative	NN	JJ
at	IN	IN
all	DT	DT
,	,	,
but	CC	CC
an	DT	DT
old	JJ	JJ
liberal	NN	NN
.	.	.

I	PRP	PRP
would	MD	MD
agree	VB	VB
with	IN	IN
this	DT	DT
view	NN	NN
.	.	.

But	CC	CC
I	PRP	PRP
'm	VBP	VBP
not	RB	RB
here	RB	RB
to	TO	TO
define	VB	VB
conservatism	NN	NN
.	.	.

What	WP	WP
I	PRP	PRP
am	VBP	VBP
here	RB	RB
to	TO	TO
do	VB	VB
is	VBZ	VBZ
to	TO	TO
report	VB	VB
on	IN	IN
the	DT	DT
gyrations	NNS	NN
of	IN	IN
the	DT	DT
struggle	NN	NN
--	:	:
a	DT	DT
struggle	NN	NN
that	WDT	WDT
amounts	VBZ	VBZ
to	TO	TO
self-redefinition	NN	VB
--	:	:
to	TO	TO
see	VB	VB
if	IN	IN
we	PRP	PRP
can	MD	MD
predict	VB	VB
its	PRP$	PRP$
future	JJ	NN
course	NN	NN
.	.	.

One	CD	PRP
of	IN	IN
the	DT	DT
obvious	JJ	JJ
conclusions	NNS	,
we	PRP	PRP
can	MD	MD
make	VB	VB
on	IN	IN
the	DT	DT
basis	NN	NN
of	IN	IN
the	DT	DT
last	JJ	JJ
election	NN	NN
,	,	,
I	PRP	PRP
suppose	VBP	VBP
,	,	,
is	VBZ	VBZ
that	IN	IN
we	PRP	PRP
,	,	,
the	DT	DT
majority	NN	NN
,	,	,
were	VBD	VBD
dissatisfied	VBN	VBN
with	IN	IN
Eisenhower	NNP	NN
conservatism	NN	NN
.	.	.

Though	RB	NNP
,	,	,
to	TO	TO
be	VB	VB
sure	JJ	JJ
,	,	,
we	PRP	PRP
gave	VBD	VBD
Kennedy	NNP	IN
no	DT	DT
very	RB	RB
positive	JJ	JJ
approval	NN	NN
in	IN	IN
the	DT	DT
margin	NN	NN
of	IN	IN
his	PRP$	PRP$
preferment	NN	NNS
.	.	.

This	DT	DT
is	VBZ	VBZ
,	,	,
however	RB	RB
,	,	,
symptomatic	JJ	CC
of	IN	IN
our	PRP$	PRP$
national	JJ	JJ
malaise	NN	NN
.	.	.

But	CC	CC
before	IN	IN
I	PRP	PRP
try	VBP	VBP
to	TO	TO
diagnose	VB	VB
it	PRP	PRP
,	,	,
I	PRP	PRP
would	MD	MD
offer	VB	VB
other	JJ	JJ
evidence	NN	NN
.	.	.

I	PRP	PRP
will	MD	MD
mention	VB	VB
two	CD	CD
volumes	NNS	NNS
of	IN	IN
specific	JJ	JJ
comment	NN	NN
on	IN	IN
this	DT	DT
malaise	NN	NN
that	WDT	IN
appeared	VBD	DT
last	JJ	JJ
year	NN	NN
.	.	.

The	DT	DT
earlier	JJR	JJR
of	IN	IN
them	PRP	PRP
was	VBD	VBD
an	DT	DT
unofficial	JJ	JJ
enterprise	NN	NNS
,	,	,
sponsored	VBN	CC
by	IN	IN
Life	NNP	NN
magazine	NN	''
,	,	,
under	IN	IN
the	DT	DT
title	NN	NN
of	IN	IN
The	DT	DT
National	NNP	JJ
Purpose	NNP	NN
.	.	.

The	DT	DT
contributors	NNS	NN
to	TO	TO
this	DT	DT
testament	NN	NN
were	VBD	VBD
all	RB	DT
well-known	JJ	NN
:	:	:
a	DT	DT
former	JJ	JJ
Democratic	NNP	TO
candidate	NN	VB
for	IN	IN
President	NNP	NNP
,	,	,
a	DT	DT
New	NNP	NNP
Deal	NNP	NNP
poet	NN	NN
,	,	,
the	DT	DT
magazine	NN	NNP
's	POS	POS
chief	JJ	JJ
editorial	NN	JJ
writer	NN	NN
,	,	,
two	CD	CD
newspaper	NN	NN
columnists	NNS	''
,	,	,
head	NN	NN
of	IN	IN
a	DT	DT
national	JJ	JJ
broadcasting	NN	NN
company	NN	''
,	,	,
a	DT	DT
popular	JJ	JJ
Protestant	NNP	NN
evangelist	NN	''
,	,	,
etc.	FW	PRP
.	.	.
What	WP	WP
I	PRP	PRP
want	VBP	VBP
to	TO	TO
point	VB	VB
out	IN	RB
here	RB	RB
is	VBZ	VBZ
that	IN	IN
all	DT	DT
of	IN	IN
them	PRP	PRP
are	VBP	VBP
ex-liberals	NNS	RB
,	,	,
or	CC	CC
modified	JJ	JJ
liberals	NNS	NNS
,	,	,
with	IN	IN
perhaps	RB	RB
one	CD	CD
exception	NN	NN
.	.	.

I	PRP	PRP
suppose	VBP	VBP
we	PRP	PRP
might	MD	MD
classify	VB	VB
Billy	NNP	TO
Graham	NNP	VB
as	IN	IN
an	DT	DT
old	JJ	JJ
liberal	NN	NN
.	.	.

And	CC	CC
I	PRP	PRP
would	MD	MD
further	RB	VB
note	VB	NN
that	IN	IN
they	PRP	PRP
all	DT	RB
--	:	:
with	IN	IN
one	CD	CD
exception	NN	VBP
again	RB	RB
--	:	:
sang	VBD	:
in	IN	IN
one	CD	CD
key	NN	JJ
or	CC	CC
another	DT	DT
the	DT	DT
same	JJ	JJ
song	NN	NN
.	.	.

Its	PRP$	PRP$
refrain	NN	NN
was	VBD	VBD
:	:	:
``	``	``
let	VB	VB
us	PRP	PRP
return	VB	VBP
to	TO	TO
the	DT	DT
individualistic	JJ	JJ
democracy	NN	NN
of	IN	IN
our	PRP$	PRP$
forefathers	NNS	NNS
for	IN	IN
our	PRP$	PRP$
salvation	NN	NN
''	''	''
.	.	.

Adlai	NNP	WRB
Stevenson	NNP	PRP
expressed	VBD	VBD
some	DT	DT
reservations	NNS	NNS
about	IN	IN
this	DT	DT
return	NN	NN
.	.	.

Others	NNS	NNP
invoked	VBD	POS
technology	NN	NN
and	CC	CC
common	JJ	JJ
sense	NN	NN
.	.	.

Only	RB	RB
Walter	NNP	VBN
Lippman	NNP	TO
envisioned	VBD	VB
the	DT	DT
possibility	NN	NN
of	IN	IN
our	PRP$	PRP$
having	VBG	VBG
``	``	``
outlived	VBD	DT
most	JJS	RBS
of	IN	IN
what	WP	WP
we	PRP	PRP
used	VBD	VBD
to	TO	TO
regard	VB	VB
as	IN	IN
the	DT	DT
program	NN	NN
of	IN	IN
our	PRP$	PRP$
national	JJ	JJ
purposes	NNS	NN
''	''	''
.	.	.

the	DT	DT
most	RBS	RBS
notable	JJ	JJ
thing	NN	NN
about	IN	IN
the	DT	DT
incantation	NN	NN
of	IN	IN
these	DT	DT
ex-liberals	NNS	NN
was	VBD	VBD
that	IN	IN
the	DT	DT
one-time	JJ	JJ
shibboleth	NN	NNS
of	IN	IN
socialism	NN	PRP
was	VBD	VBD
conspicuously	RB	RB
absent	JJ	NN
.	.	.

The	DT	DT
second	JJ	JJ
specific	JJ	JJ
comment	NN	NN
was	VBD	VBD
the	DT	DT
report	NN	NN
of	IN	IN
Eisenhower	NNP	NNP
's	POS	POS
Commission	NNP	NNP
on	IN	IN
National	NNP	JJ
Goals	NNPS	NNS
,	,	,
titled	VBN	PRP
Goals	NNPS	VBD
For	NNP	IN
Americans	NNPS	NNPS
.	.	.

They	PRP	PRP
,	,	,
perhaps	RB	RB
,	,	,
gave	VBD	VBD
the	DT	DT
pitch	NN	NN
of	IN	IN
their	PRP$	PRP$
position	NN	NN
in	IN	IN
the	DT	DT
preface	NN	NN
where	WRB	WRB
it	PRP	PRP
was	VBD	VBD
said	VBD	VBD
that	IN	IN
Eisenhower	NNP	DT
requested	VBD	NN
that	IN	IN
the	DT	DT
Commission	NNP	NNP
be	VB	VB
administered	VBN	VBN
by	IN	IN
the	DT	DT
American	NNP	JJ
Assembly	NNP	NNS
of	IN	IN
Columbia	NNP	DT
University	NNP	NN
,	,	,
because	IN	IN
it	PRP	PRP
was	VBD	VBD
non-partisan	JJ	NN
.	.	.

The	DT	DT
Commission	NNP	NNP
seems	VBZ	VBZ
to	TO	TO
represent	VB	VB
the	DT	DT
viewpoint	NN	NN
of	IN	IN
what	WP	WP
I	PRP	PRP
would	MD	MD
call	VB	VB
the	DT	DT
unconscious	JJ	JJ
liberal	NN	NN
,	,	,
but	CC	CC
not	RB	RB
unconscious	JJ	RB
enough	RB	RB
,	,	,
to	TO	TO
invoke	VB	VB
the	DT	DT
now	RB	RB
taboo	JJ	JJ
symbolism	NN	NN
of	IN	IN
socialism	NN	NN
.	.	.

And	CC	CC
here	RB	RB
again	RB	RB
we	PRP	PRP
hear	VBP	VB
the	DT	DT
same	JJ	JJ
refrain	NN	NN
mentioned	VBN	VBD
above	IN	RB
:	:	:
``	``	``
the	DT	DT
paramount	JJ	JJ
goal	NN	NNS
of	IN	IN
the	DT	DT
United	NNP	NNP
States	NNPS	NNP
set	VBN	VBD
long	JJ	RB
ago	IN	RB
was	VBD	VBD
to	TO	TO
guard	VB	VB
the	DT	DT
rights	NNS	NNS
of	IN	IN
the	DT	DT
individual	NN	NN
,	,	,
ensure	VB	CC
his	PRP$	PRP$
development	NN	NN
,	,	,
enlarge	VB	CC
his	PRP$	PRP$
opportunity	NN	NN
''	''	''
.	.	.

This	DT	DT
group	NN	NN
is	VBZ	VBZ
secularist	NN	VBN
and	CC	CC
their	PRP$	PRP$
program	NN	NN
tends	VBZ	VBZ
to	TO	TO
be	VB	VB
technological	JJ	JJ
.	.	.

But	CC	CC
it	PRP	PRP
is	VBZ	VBZ
the	DT	DT
need	NN	NN
to	TO	TO
undertake	VB	VB
these	DT	DT
testaments	NNS	NN
that	IN	IN
I	PRP	PRP
would	MD	MD
submit	VB	VB
here	RB	RB
as	IN	IN
symptom	NN	NN
of	IN	IN
the	DT	DT
common	JJ	JJ
man	NN	NN
's	POS	POS
malaise	NN	NN
.	.	.

And	CC	CC
let	VB	VB
me	PRP	PRP
add	VB	VB
Murray	NNP	NNP
's	POS	POS
new	JJ	JJ
book	NN	NN
as	IN	IN
another	DT	DT
symptom	NN	NN
of	IN	IN
it	PRP	PRP
,	,	,
particularly	RB	RB
so	IN	RB
in	IN	IN
view	NN	NN
of	IN	IN
the	DT	DT
attention	NN	NN
Time	NNP	,
magazine	NN	PRP
gave	VBD	VBD
it	PRP	PRP
when	WRB	WRB
it	PRP	PRP
came	VBD	VBD
out	IN	RB
recently	RB	RB
.	.	.

Father	NNP	NNP
Murray	NNP	NNP
goes	VBZ	VBZ
back	RB	RB
to	TO	TO
the	DT	DT
Declaration	NNP	NNP
of	IN	IN
Independence	NNP	NNP
,	,	,
too	RB	RB
,	,	,
though	IN	IN
I	PRP	PRP
may	MD	MD
add	VB	VB
,	,	,
with	IN	IN
considerably	RB	RB
more	RBR	RBR
historical	JJ	JJ
perception	NN	NN
.	.	.

I	PRP	PRP
will	MD	MD
reserve	VB	VB
discussion	NN	NN
of	IN	IN
it	PRP	PRP
for	IN	IN
a	DT	DT
moment	NN	NN
,	,	,
however	RB	RB
,	,	,
to	TO	TO
return	VB	VB
to	TO	TO
President	NNP	NNP
Kennedy	NNP	NNP
.	.	.

As	IN	IN
symptomatic	JJ	NN
of	IN	IN
the	DT	DT
common	JJ	JJ
man	NN	NN
's	POS	POS
malaise	NN	NN
,	,	,
he	PRP	PRP
is	VBZ	VBZ
most	RBS	RBS
significant	JJ	JJ
:	:	:
a	DT	DT
liberal	NN	JJ
and	CC	CC
a	DT	DT
Catholic	NNP	NN
,	,	,
elected	VBN	VBN
by	IN	IN
the	DT	DT
skin	NN	NN
of	IN	IN
his	PRP$	PRP$
teeth	NNS	NNS
.	.	.

Does	VBZ	VBZ
that	WDT	IN
not	RB	RB
suggest	VB	VBN
to	TO	TO
you	PRP	VB
an	DT	DT
uncertain	JJ	JJ
and	CC	CC
uneasy	JJ	JJ
,	,	,
not	RB	RB
to	TO	TO
say	VB	VB
confused	JJ	VBN
,	,	,
state	NN	NN
of	IN	IN
the	DT	DT
public	NN	JJ
mind	NN	NN
?	.	.
?	.	.

What	WP	WP
is	VBZ	VBZ
the	DT	DT
common	JJ	JJ
man	NN	NN
's	POS	POS
complaint	NN	NN
?	.	.
?	.	.

's	PRP	PRP
take	VB	VB
a	DT	DT
panoramic	JJ	NNS
look	NN	VBP
back	RB	RB
over	IN	IN
the	DT	DT
course	NN	NN
we	PRP	PRP
have	VBP	VBP
come	VBN	VBN
.	.	.

Has	VBZ	VBZ
not	RB	RB
that	DT	DT
way	NN	NN
been	VBN	VBN
lit	VBN	RB
always	RB	RB
by	IN	IN
the	DT	DT
lamp	NN	NN
of	IN	IN
liberalism	NN	NN
up	IN	RB
until	IN	IN
the	DT	DT
turning	NN	VBG
back	NN	RB
under	IN	IN
Eisenhower	NNP	NN
?	.	.
?	.	.

And	CC	CC
the	DT	DT
basic	JJ	JJ
character	NN	NN
of	IN	IN
that	DT	DT
liberalism	NN	NN
has	VBZ	VBZ
been	VBN	VBN
spiritual	JJ	RB
rather	RB	RB
than	IN	IN
economic	JJ	JJ
.	.	.

Ralph	NNP	WRB
Gabriel	NNP	PRP
gave	VBD	VBD
it	PRP	PRP
the	DT	DT
name	NN	NN
of	IN	IN
Protestant	NNP	DT
philosophy	NN	NN
of	IN	IN
Progress	NN	NN
.	.	.

But	CC	CC
there	EX	EX
's	VBZ	VBZ
a	DT	DT
subjective	JJ	JJ
side	NN	NN
to	TO	TO
that	DT	DT
utopian	JJ	JJ
outlook	NN	NN
.	.	.

our	PRP$	PRP$
society	NN	NN
have	VB	VBP
a	DT	DT
runaway	JJ	NN
,	,	,
uncontrollable	JJ	DT
growth	NN	NN
of	IN	IN
technology	NN	NN
which	WDT	WDT
may	MD	MD
end	VB	VB
our	PRP$	PRP$
civilization	NN	NN
,	,	,
or	CC	CC
a	DT	DT
normal	JJ	NN
,	,	,
healthy	JJ	DT
growth	NN	NN
?	.	.
?	.	.

Here	RB	RB
there	EX	RB
may	MD	MD
be	VB	VB
an	DT	DT
analogy	NN	NN
with	IN	IN
cancer	NN	NN
:	:	:
we	PRP	PRP
can	MD	MD
detect	VB	VB
cancers	NNS	VBN
by	IN	IN
their	PRP$	PRP$
rapidly	RB	NNS
accelerating	VBG	IN
growth	NN	NN
,	,	,
determinable	JJ	CC
only	RB	RB
when	WRB	WRB
related	VBN	VBN
to	TO	TO
the	DT	DT
more	RBR	RBR
normal	JJ	JJ
rate	NN	NN
of	IN	IN
healthy	JJ	DT
growth	NN	NN
.	.	.

Should	MD	IN
the	DT	DT
accelerating	VBG	JJ
growth	NN	NN
of	IN	IN
technology	NN	NN
then	RB	RB
warn	VB	VB
us	PRP	PRP
?	.	.
?	.	.

Noting	VBG	DT
such	JJ	JJ
evidence	NN	NN
is	VBZ	VBZ
the	DT	DT
first	JJ	JJ
step	NN	NN
;	:	:
;	:	:
and	CC	CC
almost	RB	RB
the	DT	DT
only	JJ	JJ
``	``	``
cure	NN	UH
''	''	''
is	VBZ	VBZ
early	JJ	JJ
detection	NN	NNS
and	CC	CC
removal	NN	NN
.	.	.

One	CD	CD
way	NN	NN
to	TO	TO
determine	VB	VB
whether	IN	IN
we	PRP	PRP
have	VBP	VBP
so	RB	RB
dangerous	JJ	IN
a	DT	DT
technology	NN	NN
would	MD	MD
be	VB	VB
to	TO	TO
check	VB	VB
the	DT	DT
strength	NN	NN
of	IN	IN
our	PRP$	PRP$
society	NN	NN
's	POS	POS
organs	NNS	NNS
to	TO	TO
see	VB	VB
if	IN	IN
their	PRP$	PRP$
functioning	NN	NN
is	VBZ	VBZ
as	RB	IN
healthy	JJ	VBN
as	IN	IN
before	IN	NN
.	.	.

an	DT	DT
objective	JJ	JJ
look	NN	NN
at	IN	IN
our	PRP$	PRP$
present	JJ	JJ
procedures	NNS	NNS
may	MD	MD
move	VB	VB
us	PRP	PRP
to	TO	TO
consider	VB	VB
seriously	RB	RB
this	DT	DT
possibly	RB	RB
analogous	JJ	JJ
situation	NN	NN
.	.	.

In	IN	IN
any	DT	DT
event	NN	NN
,	,	,
whether	IN	IN
society	NN	NN
may	MD	MD
have	VB	VB
cancer	NN	VBN
,	,	,
or	CC	CC
merely	RB	RB
a	DT	DT
virus	NN	JJ
infection	NN	NNS
,	,	,
the	DT	DT
``	``	``
disease	NN	NN
''	''	''
,	,	,
we	PRP	PRP
shall	MD	MD
find	VB	VB
,	,	,
is	VBZ	VBZ
political	JJ	JJ
,	,	,
economical	JJ	RB
,	,	,
social	JJ	JJ
,	,	,
and	CC	CC
even	RB	RB
medical	JJ	NN
.	.	.

Have	VBP	PRP
not	RB	RB
our	PRP$	PRP$
physical	JJ	JJ
abilities	NNS	NNS
already	RB	RB
deteriorated	VBN	VBN
because	IN	IN
of	IN	IN
the	DT	DT
more	RBR	RBR
sedentary	JJ	JJ
lives	NNS	NNS
we	PRP	PRP
are	VBP	VBP
now	RB	RB
living	VBG	VBG
?	.	.
?	.	.

Hence	RB	IN
the	DT	DT
prime	JJ	JJ
issue	NN	NN
,	,	,
as	IN	IN
I	PRP	PRP
see	VBP	VB
it	PRP	PRP
,	,	,
is	VBZ	VBZ
whether	IN	IN
a	DT	DT
democratic	JJ	JJ
or	CC	CC
free	JJ	JJ
society	NN	NN
can	MD	MD
master	VB	VB
technology	NN	VBN
for	IN	IN
the	DT	DT
benefit	NN	NN
of	IN	IN
mankind	NN	NN
,	,	,
or	CC	CC
whether	IN	IN
technology	NN	NN
will	MD	MD
rule	VB	VB
and	CC	CC
develop	VB	VB
its	PRP$	PRP$
own	JJ	JJ
society	NN	NN
compatible	JJ	,
with	IN	IN
its	PRP$	PRP$
own	JJ	JJ
needs	NNS	NNS
as	IN	IN
a	DT	DT
force	NN	NN
of	IN	IN
nature	NN	NN
.	.	.

We	PRP	PRP
are	VBP	VBP
already	RB	RB
committed	VBN	VBN
to	TO	TO
establishing	VBG	DT
man	NN	NN
's	POS	POS
supremacy	NN	NN
over	IN	IN
nature	NN	NN
and	CC	CC
everywhere	RB	RB
on	IN	IN
earth	NN	NN
,	,	,
not	RB	RB
merely	RB	RB
in	IN	IN
the	DT	DT
limited	JJ	JJ
social-political-economical	JJ	TO
context	NN	VB
we	PRP	PRP
are	VBP	VBP
fond	JJ	VBN
of	IN	IN
today	NN	NN
.	.	.

we	PRP	PRP
go	VBP	VBP
on	IN	IN
endlessly	RB	DT
trying	VBG	VBG
to	TO	TO
draw	VB	VB
the	DT	DT
line	NN	NN
,	,	,
color	NN	NN
and	CC	CC
other	JJ	JJ
,	,	,
as	IN	IN
to	TO	TO
which	WDT	WDT
kind	NN	NN
of	IN	IN
man	NN	NN
we	PRP	PRP
wish	VBP	VBD
to	TO	TO
see	VB	VB
dominate	VB	NN
.	.	.

We	PRP	PRP
have	VBP	VBP
proved	VBD	VBN
so	RB	RB
able	JJ	JJ
to	TO	TO
solve	VB	VB
technological	JJ	JJ
problems	NNS	NNS
that	IN	IN
to	TO	TO
contend	VB	VB
we	PRP	PRP
can	MD	MD
not	RB	RB
realize	VB	VB
a	DT	DT
universal	JJ	JJ
goal	NN	NNS
in	IN	IN
the	DT	DT
immediate	JJ	JJ
future	NN	NN
is	VBZ	VBZ
to	TO	TO
be	VB	VB
extremely	RB	RB
shortsighted	JJ	RB
,	,	,
if	IN	IN
nothing	NN	NN
else	RB	RB
.	.	.

We	PRP	PRP
must	MD	MD
believe	VB	VB
we	PRP	PRP
have	VBP	VBP
the	DT	DT
ability	NN	NN
to	TO	TO
affect	VB	VB
our	PRP$	PRP$
own	JJ	JJ
destinies	NNS	NNS
:	:	:
otherwise	RB	RB
why	WRB	WRB
try	VB	DT
anything	NN	NN
?	.	.
?	.	.

these	DT	DT
pages	NNS	VBG
the	DT	DT
term	NN	NN
``	``	``
technology	NN	NN
''	''	''
is	VBZ	VBZ
used	VBN	VBN
to	TO	TO
include	VB	VB
any	DT	DT
and	CC	CC
all	DT	DT
means	NNS	NN
which	WDT	WDT
could	MD	MD
amplify	VB	VB
,	,	,
project	VB	RB
,	,	,
or	CC	CC
augment	VB	JJ
man	NN	NN
's	POS	POS
control	NN	NN
over	IN	IN
himself	PRP	PRP
and	CC	CC
over	IN	IN
other	JJ	JJ
men	NNS	NNS
.	.	.

Naturally	RB	IN
this	DT	DT
includes	VBZ	VBZ
all	DT	DT
communication	NN	NN
forms	NNS	NNS
,	,	,
e.g.	FW	FW
languages	NNS	FW
,	,	,
or	CC	CC
any	DT	DT
social	JJ	JJ
,	,	,
political	JJ	JJ
,	,	,
economic	JJ	JJ
or	CC	CC
religious	JJ	JJ
structures	NNS	NNS
employed	VBN	VBN
for	IN	IN
such	JJ	JJ
control	NN	NN
.	.	.

Properly	RB	PRP
mindful	JJ	VBD
of	IN	IN
all	PDT	PDT
the	DT	DT
cultures	NNS	NNS
in	IN	IN
existence	NN	NN
today	RB	NN
throughout	IN	IN
the	DT	DT
world	NN	NN
,	,	,
we	PRP	PRP
must	MD	MD
employ	VB	VB
these	DT	DT
resources	NNS	NN
without	IN	IN
war	NN	NN
or	CC	CC
violent	JJ	JJ
revolution	NN	NN
.	.	.

we	PRP	PRP
were	VBD	VBD
creating	VBG	VBG
a	DT	DT
wholly	RB	RB
new	JJ	JJ
society	NN	NN
,	,	,
we	PRP	PRP
could	MD	MD
insist	VB	VB
that	IN	IN
our	PRP$	PRP$
social	JJ	JJ
,	,	,
political	JJ	JJ
,	,	,
economic	JJ	JJ
and	CC	CC
philosophic	JJ	JJ
institutions	NNS	NNS
foster	VB	VBP
rather	RB	RB
than	IN	IN
hamper	VB	DT
man	NN	NN
;	:	:
;	:	:
best	JJS	DT
growth	NN	NN
.	.	.

But	CC	CC
we	PRP	PRP
can	MD	MD
not	RB	RB
start	VB	VB
off	IN	RB
with	IN	IN
a	DT	DT
clean	JJ	NN
slate	NN	NN
.	.	.

So	IN	RB
we	PRP	PRP
must	MD	MD
first	RB	RB
analyze	VB	VB
our	PRP$	PRP$
present	JJ	JJ
institutions	NNS	NNS
with	IN	IN
respect	NN	NN
to	TO	TO
the	DT	DT
effect	NN	NN
of	IN	IN
each	DT	DT
on	IN	IN
man	NN	NN
's	POS	POS
major	JJ	JJ
needs	NNS	NNS
.	.	.

which	WDT	WDT
institution	NN	FW
most	JJS	FW
needs	VBZ	FW
correction	NN	FW
,	,	,
I	PRP	PRP
would	MD	MD
say	VB	VB
the	DT	DT
corporation	NN	NN
as	IN	IN
it	PRP	PRP
exists	VBZ	VBZ
in	IN	IN
America	NNP	NNP
today	RB	NN
.	.	.

At	IN	IN
first	JJ	RB
glance	NN	VB
this	DT	DT
appears	VBZ	VBZ
strange	JJ	JJ
:	:	:
of	IN	IN
all	DT	DT
people	NNS	NNS
,	,	,
was	VBD	VBD
not	RB	RB
America	NNP	NNP
founded	VBN	VBN
by	IN	IN
rugged	JJ	PRP$
individualists	NNS	NNS
who	WP	WP
established	VBD	VBZ
a	DT	DT
new	JJ	JJ
way	NN	NN
of	IN	IN
life	NN	NN
still	RB	RB
inspiring	VBG	:
``	``	``
undeveloped	JJ	UH
''	''	''
societies	NNS	RB
abroad	RB	RB
?	.	.
?	.	.

But	CC	CC
hear	VB	VB
Harrison	NNP	TO
E.	NNP	VB
Salisbury	NNP	VBN
,	,	,
former	JJ	JJ
Moscow	NNP	TO
correspondent	NN	VB
of	IN	IN
The	DT	DT
New	NNP	NNP
York	NNP	NNP
Times	NNP	NNP
,	,	,
and	CC	CC
author	NN	NN
of	IN	IN
``	``	``
To	NNP	TO
Moscow	NNP	VB
--	:	:
And	NNP	CC
Beyond	NNP	NNP
''	''	''
.	.	.

In	IN	IN
a	DT	DT
book	NN	NN
review	NN	,
of	IN	IN
``	``	``
The	NNP	DT
Soviet	NNP	JJ
Cultural	NNP	TO
Offensive	NNP	VB
''	''	''
,	,	,
he	PRP	PRP
says	VBZ	VBZ
,	,	,
``	``	``
Long	RB	RB
before	IN	IN
the	DT	DT
State	NNP	NNP
Department	NNP	VBD
organized	VBD	VBN
its	PRP$	PRP$
bureaucracy	NN	NN
into	IN	IN
an	DT	DT
East-West	NNP	NNP
Contacts	NNPS	NNP
Staff	NNP	NNP
in	IN	IN
order	NN	NN
to	TO	TO
wage	VB	VB
a	DT	DT
cultural	JJ	JJ
counter-offensive	NN	NNS
within	IN	IN
Soviet	NNP	JJ
borders	NNS	NNS
,	,	,
the	DT	DT
sharp	JJ	JJ
cutting-edge	NN	NNS
of	IN	IN
American	NNP	JJ
culture	NN	NN
had	VBD	VBD
carved	VBN	VBN
its	PRP$	PRP$
mark	NN	NNS
across	IN	IN
the	DT	DT
Russian	NNP	JJ
steppes	NNS	NNS
,	,	,
as	IN	IN
when	WRB	WRB
the	DT	DT
enterprising	JJ	JJ
promoters	NNS	NNS
of	IN	IN
'	''	DT
Porgy	NNP	NN
And	NNP	CC
Bess	NNP	NNP
'	POS	POS
overrode	VBD	``
the	DT	DT
State	NNP	NNP
Department	NNP	VBD
to	TO	TO
carry	VB	VB
the	DT	DT
contemporary	JJ	NN
'	''	POS
cultural	JJ	JJ
warfare	NN	NN
'	''	''
behind	IN	IN
the	DT	DT
enemy	NN	NN
lines	NNS	NNS
.	.	.

They	PRP	PRP
were	VBD	VBD
not	RB	RB
diplomats	NNS	,
or	CC	CC
jazz	NN	NN
musicians	NNS	NNS
,	,	,
or	CC	CC
even	RB	RB
organizers	NNS	VBN
of	IN	IN
reading-rooms	NNS	NN
and	CC	CC
photo-montage	JJ	JJ
displays	NNS	NNS
,	,	,
but	CC	CC
rugged	JJ	PRP
capitalist	JJ	MD
entrepreneurs	NNS	VB
like	IN	IN
Henry	NNP	NNP
Ford	NNP	NNP
,	,	,
Hugh	NNP	CC
Cooper	NNP	NNP
,	,	,
Thomas	NNP	NNP
Campbell	NNP	NNP
,	,	,
the	DT	DT
International	NNP	NNP
Harvester	NNP	NNP
Co.	NNP	NNP
,	,	,
and	CC	CC
David	NNP	NNP
W.	NNP	NNP
Griffith	NNP	NNP
.	.	.

Their	PRP$	PRP$
kind	NN	NN
created	VBD	VBN
an	DT	DT
American	NNP	JJ
culture	NN	NN
superior	JJ	JJ
to	TO	TO
any	DT	DT
in	IN	IN
the	DT	DT
world	NN	NN
,	,	,
an	DT	DT
industrial	JJ	JJ
and	CC	CC
technological	JJ	JJ
culture	NN	NN
which	WDT	WDT
penetrated	VBD	MD
Russia	NNP	VB
as	IN	IN
it	PRP	PRP
did	VBD	VBD
almost	RB	RB
every	DT	DT
corner	NN	NN
of	IN	IN
the	DT	DT
earth	NN	NN
without	IN	IN
a	DT	DT
nickel	NN	NN
from	IN	IN
the	DT	DT
Federal	NNP	NNP
treasury	NN	,
or	CC	CC
a	DT	DT
single	JJ	JJ
governmental	JJ	JJ
specialist	NN	NN
to	TO	TO
contrive	VB	VB
directives	NNS	VBN
or	CC	CC
program	VB	IN
a	DT	DT
series	NN	NN
of	IN	IN
consultations	NNS	NN
of	IN	IN
interested	JJ	NN
agencies	NNS	NN
.	.	.

This	DT	DT
favorable	JJ	JJ
image	NN	NN
of	IN	IN
America	NNP	NNP
in	IN	IN
the	DT	DT
minds	NNS	NNS
of	IN	IN
Russian	NNP	PRP$
men	NNS	NNS
and	CC	CC
women	NNS	PRP
is	VBZ	VBZ
still	RB	RB
there	RB	RB
despite	IN	IN
years	NNS	NNS
of	IN	IN
energetic	JJ	JJ
anti-American	JJ	TO
propaganda	NN	VB
''	''	''
corporations	NNS	NN
now	RB	NN
outmoded	JJ	NN
.	.	.

the	DT	DT
public	NN	NN
's	POS	POS
present	JJ	JJ
attitude	NN	NN
toward	IN	IN
business	NN	NN
stems	NNS	VBZ
from	IN	IN
the	DT	DT
fact	NN	NN
that	IN	IN
the	DT	DT
``	``	``
rugged	JJ	FW
capitalist	JJ	FW
entrepreneur	NN	FW
''	''	''
no	RB	DT
more	RBR	JJR
